feed_finish-date,feed_id,feed_publisher-name,feed_publisher-url,feed_start-date
2015-12-11T08:02:34.543253,MXMEX-2015121182,Secretaría de Medio Ambiente de la Ciudad de México,http://www.aire.df.gob.mx/default.php,2015-12-11T08:02:34.543201
